restaurant_id,description,phone,category,status,restdate,areaCode
412,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",440-818-6413,한식,OPEN,일요일에 쉽니다,01
415,Nulla suscipit ligula in lacus.,548-372-6187,일식,OPEN,연중무휴입니다,02
416,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,424-238-8860,한식,CLOSED,일요일에 쉽니다,01
418,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,842-900-3907,일식,OPEN,연중무휴입니다,02
421,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",414-379-3525,중식,OPEN,일요일에 쉽니다,01
423,Nulla ut erat id mauris vulputate elementum. Nullam varius.,145-487-7416,카페/디저트,CLOSED,연중무휴입니다,02
424,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",346-929-9181,카페/디저트,OPEN,일요일에 쉽니다,01
425,Ut at dolor quis odio consequat varius.,233-800-1069,카페/디저트,OPEN,연중무휴입니다,02
430,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,207-316-1678,일식,OPEN,일요일에 쉽니다,01
431,Pellentesque ultrices mattis odio.,321-154-3020,일식,CLOSED,연중무휴입니다,02
432,Aliquam sit amet diam in magna bibendum imperdiet.,138-462-0501,카페/디저트,CLOSED,일요일에 쉽니다,01
433,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",951-683-2133,일식,OPEN,연중무휴입니다,02
436,Donec posuere metus vitae ipsum.,140-525-2414,한식,CLOSED,일요일에 쉽니다,01
437,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",692-470-4795,양식,CLOSED,연중무휴입니다,02
438,Nulla tellus.,821-436-2199,일식,OPEN,일요일에 쉽니다,01
439,Duis consequat dui nec nisi volutpat eleifend.,619-399-5409,한식,CLOSED,연중무휴입니다,02
440,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",706-871-8306,일식,OPEN,일요일에 쉽니다,01
442,Praesent blandit.,574-920-1918,양식,CLOSED,연중무휴입니다,02
445,Etiam faucibus cursus urna. Ut tellus.,145-777-3059,한식,OPEN,일요일에 쉽니다,01
447,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,437-866-7347,양식,OPEN,연중무휴입니다,02
449,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",475-734-1894,양식,CLOSED,일요일에 쉽니다,01
450,Morbi a ipsum. Integer a nibh.,951-215-7454,양식,OPEN,연중무휴입니다,02
451,Curabitur in libero ut massa volutpat convallis.,657-608-7393,일식,OPEN,일요일에 쉽니다,01
452,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",886-733-2374,일식,CLOSED,연중무휴입니다,02
453,Suspendisse potenti. In eleifend quam a odio.,575-151-5476,양식,OPEN,일요일에 쉽니다,01
454,Fusce consequat. Nulla nisl.,480-629-2160,카페/디저트,CLOSED,연중무휴입니다,02
455,Quisque ut erat. Curabitur gravida nisi at nibh.,876-613-6398,일식,CLOSED,일요일에 쉽니다,01
456,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,330-275-5073,중식,OPEN,연중무휴입니다,02
457,Suspendisse accumsan tortor quis turpis.,465-348-2119,한식,OPEN,일요일에 쉽니다,01
458,Aliquam erat volutpat.,425-623-5676,일식,OPEN,연중무휴입니다,02
460,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,394-536-5462,한식,OPEN,일요일에 쉽니다,01
462,Pellentesque ultrices mattis odio.,269-686-2612,일식,CLOSED,연중무휴입니다,02
465,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",238-753-5616,일식,OPEN,일요일에 쉽니다,01
466,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",769-729-8292,일식,CLOSED,연중무휴입니다,02
467,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",723-535-9112,일식,CLOSED,일요일에 쉽니다,01
468,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,530-610-2015,한식,CLOSED,연중무휴입니다,02
470,Vivamus in felis eu sapien cursus vestibulum.,502-372-9773,한식,CLOSED,일요일에 쉽니다,01
471,Donec quis orci eget orci vehicula condimentum.,393-717-9959,양식,CLOSED,연중무휴입니다,02
474,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,841-729-8863,일식,CLOSED,일요일에 쉽니다,01
476,Aliquam sit amet diam in magna bibendum imperdiet.,917-641-1403,기타,OPEN,연중무휴입니다,02
477,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,487-731-9556,한식,OPEN,일요일에 쉽니다,01
478,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",572-392-7880,한식,OPEN,연중무휴입니다,02
480,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",832-655-2457,한식,CLOSED,일요일에 쉽니다,01
481,Etiam justo. Etiam pretium iaculis justo.,451-802-6982,양식,CLOSED,연중무휴입니다,02
483,Nulla ut erat id mauris vulputate elementum.,169-723-4157,중식,CLOSED,일요일에 쉽니다,01
485,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",512-631-1570,일식,OPEN,연중무휴입니다,02
486,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",266-295-4311,양식,CLOSED,일요일에 쉽니다,01
487,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,812-442-5886,기타,CLOSED,연중무휴입니다,02
488,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",513-886-9410,중식,OPEN,일요일에 쉽니다,01
489,Maecenas rhoncus aliquam lacus.,254-957-5899,한식,CLOSED,연중무휴입니다,02
490,Suspendisse accumsan tortor quis turpis. Sed ante.,902-919-2323,일식,OPEN,일요일에 쉽니다,01
491,Curabitur gravida nisi at nibh.,337-477-4750,카페/디저트,CLOSED,연중무휴입니다,02
492,Morbi porttitor lorem id ligula.,741-895-2588,기타,OPEN,일요일에 쉽니다,01
493,Proin eu mi.,452-749-4689,카페/디저트,OPEN,연중무휴입니다,02
500,Donec posuere metus vitae ipsum.,566-845-8233,카페/디저트,OPEN,일요일에 쉽니다,01
501,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",234-327-4450,기타,CLOSED,연중무휴입니다,02
502,Morbi non lectus.,149-818-8952,한식,OPEN,일요일에 쉽니다,01
504,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,160-977-1757,한식,OPEN,연중무휴입니다,02
507,Donec dapibus. Duis at velit eu est congue elementum.,299-887-0742,한식,OPEN,일요일에 쉽니다,01
509,Suspendisse accumsan tortor quis turpis.,854-659-8270,한식,OPEN,연중무휴입니다,02
513,Nulla tellus. In sagittis dui vel nisl.,524-137-8654,양식,OPEN,일요일에 쉽니다,01
514,Donec posuere metus vitae ipsum. Aliquam non mauris.,147-858-5084,일식,OPEN,연중무휴입니다,02
515,In eleifend quam a odio.,670-666-3354,일식,OPEN,일요일에 쉽니다,01
516,Etiam faucibus cursus urna. Ut tellus.,575-964-5772,중식,CLOSED,연중무휴입니다,02
518,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",834-241-6832,한식,CLOSED,일요일에 쉽니다,01
519,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",478-941-7311,카페/디저트,CLOSED,연중무휴입니다,02
521,Aenean lectus. Pellentesque eget nunc.,977-582-1162,일식,CLOSED,일요일에 쉽니다,01
524,Vivamus vel nulla eget eros elementum pellentesque.,861-355-8827,기타,OPEN,연중무휴입니다,02
525,In hac habitasse platea dictumst.,259-394-0634,중식,CLOSED,일요일에 쉽니다,01
526,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",799-893-4794,카페/디저트,OPEN,연중무휴입니다,02
527,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,682-302-8095,카페/디저트,OPEN,일요일에 쉽니다,01
529,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",895-911-2609,양식,OPEN,연중무휴입니다,02
532,Pellentesque ultrices mattis odio. Donec vitae nisi.,920-751-3162,기타,CLOSED,일요일에 쉽니다,01
534,In hac habitasse platea dictumst.,632-152-7271,한식,OPEN,연중무휴입니다,02
535,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",863-317-6636,한식,OPEN,일요일에 쉽니다,01
537,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,927-739-8052,일식,OPEN,연중무휴입니다,02
539,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",421-946-7450,한식,OPEN,일요일에 쉽니다,01
540,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",801-278-9820,카페/디저트,CLOSED,연중무휴입니다,02
544,Mauris sit amet eros.,635-623-8716,일식,OPEN,일요일에 쉽니다,01
545,Fusce posuere felis sed lacus.,955-293-0824,일식,CLOSED,연중무휴입니다,02
547,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",984-873-3189,한식,CLOSED,일요일에 쉽니다,01
551,Nam dui.,510-643-8532,중식,CLOSED,연중무휴입니다,02
552,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",650-210-7376,일식,OPEN,일요일에 쉽니다,01
554,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",606-858-8728,양식,CLOSED,연중무휴입니다,02
556,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",395-455-3251,카페/디저트,CLOSED,일요일에 쉽니다,01
557,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,511-366-4644,양식,OPEN,연중무휴입니다,02
558,Mauris sit amet eros.,930-615-1595,카페/디저트,OPEN,일요일에 쉽니다,01
559,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",395-439-6225,한식,OPEN,연중무휴입니다,02
560,Integer non velit.,151-497-5395,한식,CLOSED,일요일에 쉽니다,01
562,Nunc purus.,277-588-8033,일식,CLOSED,연중무휴입니다,02
563,Fusce posuere felis sed lacus.,461-598-1130,카페/디저트,OPEN,일요일에 쉽니다,01
565,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",760-114-0504,양식,OPEN,연중무휴입니다,02
566,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,310-829-4539,양식,CLOSED,일요일에 쉽니다,01
567,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",626-704-5596,카페/디저트,CLOSED,연중무휴입니다,02
570,Nulla mollis molestie lorem.,368-344-4086,한식,CLOSED,일요일에 쉽니다,01
576,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",990-521-2455,카페/디저트,CLOSED,연중무휴입니다,02
579,Pellentesque at nulla.,649-358-7938,일식,CLOSED,일요일에 쉽니다,01
580,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,600-534-8190,한식,OPEN,연중무휴입니다,02
581,Praesent lectus.,730-926-8267,일식,CLOSED,일요일에 쉽니다,01
582,Mauris lacinia sapien quis libero.,863-691-1195,한식,CLOSED,연중무휴입니다,02
583,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,323-475-7006,한식,OPEN,일요일에 쉽니다,01
587,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,561-668-2818,한식,OPEN,연중무휴입니다,02
589,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",366-753-5639,일식,OPEN,일요일에 쉽니다,01
591,Phasellus in felis. Donec semper sapien a libero.,387-473-6779,양식,OPEN,연중무휴입니다,02
593,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",258-878-3620,중식,OPEN,일요일에 쉽니다,01
594,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",803-880-8955,카페/디저트,CLOSED,연중무휴입니다,02
595,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",960-981-6845,일식,OPEN,일요일에 쉽니다,01
596,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",547-588-4131,한식,CLOSED,연중무휴입니다,02
597,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",320-471-4374,한식,CLOSED,일요일에 쉽니다,01
598,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",746-471-4290,일식,CLOSED,연중무휴입니다,02
601,Vivamus tortor.,775-965-7406,기타,OPEN,일요일에 쉽니다,01
603,Fusce consequat. Nulla nisl.,866-933-7666,카페/디저트,CLOSED,연중무휴입니다,02
604,Etiam justo.,394-230-9321,카페/디저트,CLOSED,일요일에 쉽니다,01
606,Curabitur convallis.,641-916-3332,기타,CLOSED,연중무휴입니다,02
607,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,563-821-7473,기타,CLOSED,일요일에 쉽니다,01
608,Aliquam sit amet diam in magna bibendum imperdiet.,337-379-4416,양식,OPEN,연중무휴입니다,02
610,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,658-391-4612,카페/디저트,CLOSED,일요일에 쉽니다,01
612,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",847-439-6064,중식,CLOSED,연중무휴입니다,02
613,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,202-905-8262,양식,OPEN,일요일에 쉽니다,01
614,Nam dui.,729-205-2969,카페/디저트,CLOSED,연중무휴입니다,02
616,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,467-329-3673,양식,OPEN,일요일에 쉽니다,01
620,Vivamus tortor.,603-667-6600,한식,CLOSED,연중무휴입니다,02
625,Etiam justo. Etiam pretium iaculis justo.,917-806-9540,일식,CLOSED,일요일에 쉽니다,01
626,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,347-460-9551,일식,CLOSED,연중무휴입니다,02
627,Duis mattis egestas metus. Aenean fermentum.,583-596-0211,한식,CLOSED,일요일에 쉽니다,01
629,Integer a nibh. In quis justo.,418-743-7471,한식,CLOSED,연중무휴입니다,02
630,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,651-534-6498,한식,OPEN,일요일에 쉽니다,01
631,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,567-348-2327,한식,OPEN,연중무휴입니다,02
632,Sed ante. Vivamus tortor.,864-250-6709,양식,CLOSED,일요일에 쉽니다,01
633,Proin risus. Praesent lectus.,651-988-4631,양식,OPEN,연중무휴입니다,02
635,Nulla ut erat id mauris vulputate elementum. Nullam varius.,761-122-3382,한식,CLOSED,일요일에 쉽니다,01
636,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",922-880-9037,한식,CLOSED,연중무휴입니다,02
638,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,906-862-7939,양식,OPEN,일요일에 쉽니다,01
640,Vestibulum sed magna at nunc commodo placerat.,696-885-0167,양식,CLOSED,연중무휴입니다,02
645,Morbi quis tortor id nulla ultrices aliquet.,376-635-1536,중식,OPEN,일요일에 쉽니다,01
646,Morbi non quam nec dui luctus rutrum. Nulla tellus.,308-574-3211,일식,OPEN,연중무휴입니다,02
647,Aliquam erat volutpat.,939-246-1414,한식,CLOSED,일요일에 쉽니다,01
650,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,219-600-7649,중식,CLOSED,연중무휴입니다,02
652,Aliquam sit amet diam in magna bibendum imperdiet.,862-791-2289,한식,CLOSED,일요일에 쉽니다,01
653,Ut at dolor quis odio consequat varius.,980-833-3837,일식,CLOSED,연중무휴입니다,02
654,Curabitur at ipsum ac tellus semper interdum.,526-423-2642,일식,OPEN,일요일에 쉽니다,01
657,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",783-585-6797,일식,CLOSED,연중무휴입니다,02
661,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",806-783-8175,일식,CLOSED,일요일에 쉽니다,01
662,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,615-423-5254,중식,CLOSED,연중무휴입니다,02
663,Sed accumsan felis. Ut at dolor quis odio consequat varius.,234-484-6548,한식,OPEN,일요일에 쉽니다,01
664,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",330-341-5393,카페/디저트,CLOSED,연중무휴입니다,02
665,Aliquam sit amet diam in magna bibendum imperdiet.,996-720-0451,일식,OPEN,일요일에 쉽니다,01
668,Nunc purus.,419-721-1268,한식,CLOSED,연중무휴입니다,02
669,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,277-781-5717,중식,OPEN,일요일에 쉽니다,01
670,Integer ac leo. Pellentesque ultrices mattis odio.,436-859-0645,카페/디저트,CLOSED,연중무휴입니다,02
673,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",732-396-6991,중식,OPEN,일요일에 쉽니다,01
676,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",761-630-6631,한식,OPEN,연중무휴입니다,02
677,Nulla nisl.,669-824-0602,카페/디저트,CLOSED,일요일에 쉽니다,01
679,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",986-888-4558,한식,CLOSED,연중무휴입니다,02
680,Vestibulum rutrum rutrum neque.,364-559-1823,카페/디저트,OPEN,일요일에 쉽니다,01
683,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",583-523-6500,양식,OPEN,연중무휴입니다,02
684,Pellentesque viverra pede ac diam.,939-402-1684,일식,OPEN,일요일에 쉽니다,01
685,In hac habitasse platea dictumst.,444-310-5232,카페/디저트,OPEN,연중무휴입니다,02
688,Vestibulum sed magna at nunc commodo placerat.,608-583-4254,카페/디저트,OPEN,일요일에 쉽니다,01
690,Aliquam erat volutpat. In congue.,434-659-3875,카페/디저트,OPEN,연중무휴입니다,02
691,Praesent blandit.,480-664-9370,양식,CLOSED,일요일에 쉽니다,01
692,Maecenas ut massa quis augue luctus tincidunt.,182-386-4492,카페/디저트,OPEN,연중무휴입니다,02
694,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",974-837-8448,한식,OPEN,일요일에 쉽니다,01
695,Donec posuere metus vitae ipsum.,906-479-5508,카페/디저트,OPEN,연중무휴입니다,02
696,Donec quis orci eget orci vehicula condimentum.,375-848-8780,기타,OPEN,일요일에 쉽니다,01
697,Nam tristique tortor eu pede.,581-383-1240,양식,CLOSED,연중무휴입니다,02
701,Proin interdum mauris non ligula pellentesque ultrices.,807-711-6484,일식,CLOSED,일요일에 쉽니다,01
702,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",422-282-1353,기타,CLOSED,연중무휴입니다,02
708,Suspendisse potenti. Nullam porttitor lacus at turpis.,286-727-3346,일식,OPEN,일요일에 쉽니다,01
709,Nulla ut erat id mauris vulputate elementum.,532-772-3833,중식,OPEN,연중무휴입니다,02
711,Donec ut dolor.,925-598-4909,한식,CLOSED,일요일에 쉽니다,01
712,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,487-367-7848,한식,OPEN,연중무휴입니다,02
714,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",706-250-8279,양식,OPEN,일요일에 쉽니다,01
715,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",754-833-0745,한식,OPEN,연중무휴입니다,02
718,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",475-975-4167,일식,OPEN,일요일에 쉽니다,01
720,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",168-807-4702,중식,CLOSED,연중무휴입니다,02
723,Donec dapibus.,738-822-3004,한식,CLOSED,일요일에 쉽니다,01
725,Duis mattis egestas metus.,201-161-8479,일식,CLOSED,연중무휴입니다,02
726,Aenean sit amet justo. Morbi ut odio.,309-411-9836,한식,OPEN,일요일에 쉽니다,01
727,In blandit ultrices enim.,138-760-9807,한식,OPEN,연중무휴입니다,02
729,Donec posuere metus vitae ipsum. Aliquam non mauris.,839-612-6028,한식,OPEN,일요일에 쉽니다,01
730,Nulla ut erat id mauris vulputate elementum. Nullam varius.,963-444-0901,카페/디저트,OPEN,연중무휴입니다,02
733,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",690-625-1615,양식,OPEN,일요일에 쉽니다,01
735,Aliquam quis turpis eget elit sodales scelerisque.,649-844-1254,일식,CLOSED,연중무휴입니다,02
737,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,800-894-9958,한식,OPEN,일요일에 쉽니다,01
739,Mauris sit amet eros.,689-821-0323,한식,CLOSED,연중무휴입니다,02
740,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",410-694-2761,한식,OPEN,일요일에 쉽니다,01
741,Nunc purus.,527-573-6411,양식,OPEN,연중무휴입니다,02
745,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",307-181-6388,한식,OPEN,일요일에 쉽니다,01
746,Cras pellentesque volutpat dui.,977-795-8785,기타,CLOSED,연중무휴입니다,02
747,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",319-327-2163,양식,OPEN,일요일에 쉽니다,01
750,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,120-398-5029,한식,CLOSED,연중무휴입니다,02
753,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",912-434-0077,일식,OPEN,일요일에 쉽니다,01
754,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",901-857-2113,한식,CLOSED,연중무휴입니다,02
758,Proin at turpis a pede posuere nonummy.,983-478-6628,일식,OPEN,일요일에 쉽니다,01
759,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",366-250-3240,기타,CLOSED,연중무휴입니다,02
761,Pellentesque viverra pede ac diam.,944-385-4288,카페/디저트,OPEN,일요일에 쉽니다,01
762,Ut at dolor quis odio consequat varius.,916-438-0515,양식,OPEN,연중무휴입니다,02
763,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",397-561-3088,카페/디저트,CLOSED,일요일에 쉽니다,01
764,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,242-667-5586,양식,OPEN,연중무휴입니다,02
767,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,716-245-6719,기타,CLOSED,일요일에 쉽니다,01
769,In hac habitasse platea dictumst.,957-856-3841,양식,OPEN,연중무휴입니다,02
770,Nunc rhoncus dui vel sem. Sed sagittis.,150-822-4777,중식,OPEN,일요일에 쉽니다,01
773,In eleifend quam a odio.,631-941-7853,일식,OPEN,연중무휴입니다,02
774,Nunc rhoncus dui vel sem.,230-832-8679,카페/디저트,CLOSED,일요일에 쉽니다,01
775,Duis bibendum. Morbi non quam nec dui luctus rutrum.,340-375-4641,기타,OPEN,연중무휴입니다,02
776,Phasellus sit amet erat.,344-455-4837,카페/디저트,CLOSED,일요일에 쉽니다,01
777,Duis at velit eu est congue elementum.,329-964-4280,한식,CLOSED,연중무휴입니다,02
778,Aenean lectus.,915-844-1630,한식,CLOSED,일요일에 쉽니다,01
780,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",497-441-6328,양식,CLOSED,연중무휴입니다,02
784,Nulla mollis molestie lorem. Quisque ut erat.,614-122-5116,한식,CLOSED,일요일에 쉽니다,01
785,Vestibulum ac est lacinia nisi venenatis tristique.,647-201-9026,일식,OPEN,연중무휴입니다,02
786,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",437-717-6651,카페/디저트,CLOSED,일요일에 쉽니다,01
788,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",883-263-8256,중식,CLOSED,연중무휴입니다,02
789,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",366-235-9456,일식,CLOSED,일요일에 쉽니다,01
790,Vivamus vel nulla eget eros elementum pellentesque.,920-160-8744,카페/디저트,CLOSED,연중무휴입니다,02
793,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",727-238-1336,일식,CLOSED,일요일에 쉽니다,01
794,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",231-212-1209,일식,OPEN,연중무휴입니다,02
795,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,620-547-6550,양식,CLOSED,일요일에 쉽니다,01
796,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,720-319-1953,한식,CLOSED,연중무휴입니다,02
799,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,418-465-6788,양식,CLOSED,일요일에 쉽니다,01
800,Aenean sit amet justo.,178-558-5254,일식,OPEN,연중무휴입니다,02
801,Aliquam sit amet diam in magna bibendum imperdiet.,522-843-0532,카페/디저트,OPEN,일요일에 쉽니다,01
