place_id,place_type,name,address,view_count,latitude,longitude,image_url,created_at
197,ACC,노을 펜션,서울특별시 강남구 80번길,148,36.5,127.5,http://dummyimage.com/238x100.png/cc0000/ffffff,2025-08-08
198,REST,노을 맛집,서울특별시 마포구 21번길,123,36.5,127.5,http://dummyimage.com/111x100.png/5fa2dd/ffffff,2025-12-04
199,FEST,활기찬 대잔치,부산광역시 진구 81번길,439,36.5,127.5,http://dummyimage.com/101x100.png/cc0000/ffffff,2025-04-04
200,REST,바다 포차,서울특별시 강남구 64번길,28,36.5,127.5,http://dummyimage.com/129x100.png/ff4444/ffffff,2025-02-04
201,REST,숨겨진 테이블,서울특별시 강남구 23번길,172,36.5,127.5,http://dummyimage.com/106x100.png/5fa2dd/ffffff,2025-02-09
202,ACC,상쾌한 스테이,강원도 강릉시 주문진 20번길,8,36.5,127.5,http://dummyimage.com/152x100.png/dddddd/000000,2026-02-23
203,ACC,노을 리조트,부산광역시 진구 44번길,383,36.5,127.5,http://dummyimage.com/149x100.png/5fa2dd/ffffff,2025-09-24
204,REST,노을 식당,부산광역시 해운대구 92번길,411,36.5,127.5,http://dummyimage.com/184x100.png/dddddd/000000,2026-02-20
205,REST,맛있는 맛집,서울특별시 마포구 84번길,369,36.5,127.5,http://dummyimage.com/103x100.png/cc0000/ffffff,2025-08-11
206,FEST,즐거운 마당,서울특별시 강남구 23번길,6,36.5,127.5,http://dummyimage.com/208x100.png/dddddd/000000,2026-02-03
207,ACC,고즈넉한 펜션,부산광역시 해운대구 135번길,493,36.5,127.5,http://dummyimage.com/209x100.png/dddddd/000000,2025-12-06
208,ACC,고즈넉한 스테이,서울특별시 마포구 60번길,299,36.5,127.5,http://dummyimage.com/166x100.png/dddddd/000000,2026-02-15
209,REST,즐거운 맛집,부산광역시 진구 137번길,431,36.5,127.5,http://dummyimage.com/214x100.png/dddddd/000000,2025-08-30
210,ACC,상쾌한 호텔,서울특별시 마포구 88번길,42,36.5,127.5,http://dummyimage.com/157x100.png/cc0000/ffffff,2025-10-12
211,REST,즐거운 맛집,부산광역시 해운대구 86번길,264,36.5,127.5,http://dummyimage.com/204x100.png/dddddd/000000,2025-10-04
212,REST,맛있는 키친,강원도 강릉시 주문진 133번길,385,36.5,127.5,http://dummyimage.com/165x100.png/cc0000/ffffff,2025-10-29
213,REST,즐거운 식탁,제주도 애월읍 55번길,226,33.204633,126.424487,http://dummyimage.com/115x100.png/ff4444/ffffff,2025-05-30
214,ACC,아늑한 민박,제주도 제주시 86번길,414,33.344282,126.688607,http://dummyimage.com/173x100.png/cc0000/ffffff,2025-12-08
215,ACC,아늑한 리조트,부산광역시 수영구 101번길,412,36.5,127.5,http://dummyimage.com/149x100.png/dddddd/000000,2026-01-15
216,REST,즐거운 포차,제주도 제주시 27번길,325,33.483855,126.803791,http://dummyimage.com/122x100.png/5fa2dd/ffffff,2025-06-29
217,ACC,아늑한 펜션,강원도 강릉시 주문진 19번길,330,36.5,127.5,http://dummyimage.com/119x100.png/5fa2dd/ffffff,2025-02-19
218,REST,숨겨진 포차,제주도 서귀포시 118번길,284,33.270981,126.755249,http://dummyimage.com/154x100.png/dddddd/000000,2025-12-12
219,REST,바다 포차,부산광역시 해운대구 65번길,233,36.5,127.5,http://dummyimage.com/221x100.png/ff4444/ffffff,2026-01-24
220,REST,즐거운 키친,부산광역시 수영구 105번길,57,36.5,127.5,http://dummyimage.com/140x100.png/5fa2dd/ffffff,2025-06-17
221,FEST,화려한 대잔치,서울특별시 마포구 125번길,492,36.5,127.5,http://dummyimage.com/115x100.png/dddddd/000000,2025-02-21
222,REST,노을 맛집,강원도 강릉시 포남동 84번길,279,36.5,127.5,http://dummyimage.com/100x100.png/cc0000/ffffff,2025-07-01
223,REST,즐거운 식당,부산광역시 진구 70번길,476,36.5,127.5,http://dummyimage.com/209x100.png/cc0000/ffffff,2025-09-17
224,REST,즐거운 포차,제주도 제주시 138번길,166,33.319711,126.487602,http://dummyimage.com/214x100.png/cc0000/ffffff,2025-04-06
225,ACC,노을 민박,강원도 강릉시 교동 125번길,195,36.5,127.5,http://dummyimage.com/234x100.png/cc0000/ffffff,2025-05-16
226,REST,즐거운 포차,제주도 애월읍 36번길,469,33.426246,126.504331,http://dummyimage.com/206x100.png/cc0000/ffffff,2026-02-21
227,REST,맛있는 테이블,서울특별시 종로구 63번길,371,36.5,127.5,http://dummyimage.com/111x100.png/ff4444/ffffff,2025-05-31
228,ACC,편안한 스테이,서울특별시 종로구 112번길,186,36.5,127.5,http://dummyimage.com/227x100.png/ff4444/ffffff,2026-02-15
229,FEST,활기찬 페스티벌,제주도 애월읍 131번길,41,33.387445,126.730324,http://dummyimage.com/195x100.png/ff4444/ffffff,2025-10-08
230,REST,바다 식탁,강원도 강릉시 주문진 82번길,72,36.5,127.5,http://dummyimage.com/163x100.png/ff4444/ffffff,2025-07-29
231,REST,노을 맛집,부산광역시 수영구 134번길,496,36.5,127.5,http://dummyimage.com/181x100.png/dddddd/000000,2025-06-22
232,REST,푸른 테이블,부산광역시 수영구 67번길,336,36.5,127.5,http://dummyimage.com/202x100.png/dddddd/000000,2025-05-20
233,REST,바다 테이블,서울특별시 강남구 78번길,456,36.5,127.5,http://dummyimage.com/181x100.png/ff4444/ffffff,2025-10-29
234,REST,바다 식탁,서울특별시 마포구 24번길,344,36.5,127.5,http://dummyimage.com/210x100.png/cc0000/ffffff,2025-02-15
235,ACC,상쾌한 펜션,서울특별시 종로구 7번길,458,36.5,127.5,http://dummyimage.com/133x100.png/5fa2dd/ffffff,2025-12-20
236,FEST,즐거운 축제,제주도 서귀포시 53번길,462,33.331466,126.622834,http://dummyimage.com/112x100.png/ff4444/ffffff,2025-05-15
237,ACC,바다 리조트,제주도 애월읍 41번길,59,33.406209,126.302463,http://dummyimage.com/118x100.png/ff4444/ffffff,2026-01-14
238,REST,숨겨진 포차,부산광역시 진구 129번길,236,36.5,127.5,http://dummyimage.com/160x100.png/ff4444/ffffff,2025-08-09
239,REST,푸른 포차,부산광역시 진구 63번길,498,36.5,127.5,http://dummyimage.com/113x100.png/cc0000/ffffff,2025-05-01
240,REST,푸른 식당,제주도 제주시 111번길,380,33.46819,126.435494,http://dummyimage.com/108x100.png/cc0000/ffffff,2025-06-13
241,ACC,고즈넉한 호텔,서울특별시 마포구 47번길,164,36.5,127.5,http://dummyimage.com/138x100.png/ff4444/ffffff,2025-07-08
242,REST,맛있는 맛집,제주도 애월읍 51번길,255,33.202881,126.463945,http://dummyimage.com/238x100.png/5fa2dd/ffffff,2025-11-01
243,FEST,함께하는 문화제,부산광역시 수영구 135번길,94,36.5,127.5,http://dummyimage.com/107x100.png/ff4444/ffffff,2025-06-13
244,REST,노을 식탁,서울특별시 종로구 101번길,316,36.5,127.5,http://dummyimage.com/181x100.png/5fa2dd/ffffff,2025-09-18
245,REST,즐거운 맛집,서울특별시 마포구 129번길,383,36.5,127.5,http://dummyimage.com/156x100.png/dddddd/000000,2025-09-20
246,ACC,상쾌한 펜션,서울특별시 강남구 32번길,330,36.5,127.5,http://dummyimage.com/213x100.png/ff4444/ffffff,2025-12-01
247,REST,즐거운 포차,서울특별시 강남구 62번길,129,36.5,127.5,http://dummyimage.com/115x100.png/cc0000/ffffff,2025-09-17
248,REST,푸른 식탁,제주도 서귀포시 125번길,179,33.440338,126.308919,http://dummyimage.com/128x100.png/5fa2dd/ffffff,2025-04-14
249,ACC,편안한 펜션,서울특별시 종로구 104번길,2,36.5,127.5,http://dummyimage.com/159x100.png/cc0000/ffffff,2025-03-12
250,REST,숨겨진 테이블,서울특별시 강남구 88번길,487,36.5,127.5,http://dummyimage.com/192x100.png/5fa2dd/ffffff,2025-12-13
251,REST,맛있는 맛집,서울특별시 강남구 16번길,238,36.5,127.5,http://dummyimage.com/223x100.png/dddddd/000000,2025-11-15
252,REST,푸른 식탁,제주도 서귀포시 89번길,387,33.44824,126.452909,http://dummyimage.com/218x100.png/cc0000/ffffff,2025-04-05
253,REST,숨겨진 맛집,부산광역시 수영구 22번길,423,36.5,127.5,http://dummyimage.com/105x100.png/cc0000/ffffff,2025-10-04
254,ACC,노을 민박,제주도 애월읍 101번길,18,33.456394,126.564671,http://dummyimage.com/108x100.png/ff4444/ffffff,2025-05-25
255,REST,노을 키친,서울특별시 마포구 121번길,371,36.5,127.5,http://dummyimage.com/235x100.png/5fa2dd/ffffff,2025-03-01
256,FEST,화려한 축제,강원도 강릉시 교동 118번길,268,36.5,127.5,http://dummyimage.com/154x100.png/ff4444/ffffff,2025-08-31
257,ACC,아늑한 스테이,서울특별시 마포구 113번길,279,36.5,127.5,http://dummyimage.com/223x100.png/ff4444/ffffff,2025-04-20
258,REST,푸른 키친,부산광역시 수영구 46번길,207,36.5,127.5,http://dummyimage.com/180x100.png/5fa2dd/ffffff,2026-01-01
259,REST,즐거운 맛집,서울특별시 종로구 29번길,12,36.5,127.5,http://dummyimage.com/240x100.png/ff4444/ffffff,2025-10-21
260,ACC,아늑한 스테이,서울특별시 강남구 84번길,232,36.5,127.5,http://dummyimage.com/192x100.png/dddddd/000000,2026-01-18
261,ACC,아늑한 민박,서울특별시 강남구 58번길,214,36.5,127.5,http://dummyimage.com/165x100.png/cc0000/ffffff,2025-11-21
262,REST,맛있는 맛집,부산광역시 수영구 133번길,463,36.5,127.5,http://dummyimage.com/161x100.png/ff4444/ffffff,2025-02-25
263,REST,즐거운 포차,서울특별시 마포구 18번길,144,36.5,127.5,http://dummyimage.com/147x100.png/cc0000/ffffff,2025-07-01
264,ACC,바다 스테이,제주도 서귀포시 114번길,240,33.235604,126.561608,http://dummyimage.com/237x100.png/cc0000/ffffff,2025-07-25
265,ACC,고즈넉한 호텔,부산광역시 해운대구 138번길,203,36.5,127.5,http://dummyimage.com/186x100.png/cc0000/ffffff,2025-10-12
266,REST,바다 식당,부산광역시 진구 43번길,333,36.5,127.5,http://dummyimage.com/194x100.png/5fa2dd/ffffff,2025-05-09
267,ACC,아늑한 민박,강원도 강릉시 포남동 70번길,387,36.5,127.5,http://dummyimage.com/199x100.png/dddddd/000000,2026-01-05
268,REST,바다 키친,제주도 제주시 34번길,336,33.429443,126.845453,http://dummyimage.com/218x100.png/cc0000/ffffff,2025-06-10
269,ACC,상쾌한 스테이,서울특별시 마포구 36번길,143,36.5,127.5,http://dummyimage.com/194x100.png/cc0000/ffffff,2026-01-03
270,REST,바다 테이블,제주도 서귀포시 55번길,150,33.230542,126.329566,http://dummyimage.com/237x100.png/5fa2dd/ffffff,2026-01-08
271,REST,푸른 식당,서울특별시 강남구 27번길,177,36.5,127.5,http://dummyimage.com/184x100.png/5fa2dd/ffffff,2025-08-24
272,REST,바다 식당,제주도 애월읍 35번길,317,33.224612,126.629486,http://dummyimage.com/146x100.png/dddddd/000000,2025-04-16
273,ACC,상쾌한 스테이,서울특별시 마포구 133번길,308,36.5,127.5,http://dummyimage.com/196x100.png/ff4444/ffffff,2026-01-11
274,REST,맛있는 식당,부산광역시 수영구 48번길,291,36.5,127.5,http://dummyimage.com/140x100.png/5fa2dd/ffffff,2025-11-06
275,REST,푸른 맛집,강원도 강릉시 포남동 46번길,166,36.5,127.5,http://dummyimage.com/247x100.png/dddddd/000000,2025-08-31
276,REST,노을 포차,서울특별시 마포구 21번길,53,36.5,127.5,http://dummyimage.com/196x100.png/cc0000/ffffff,2026-02-17
277,ACC,바다 호텔,제주도 제주시 91번길,333,33.32003,126.892982,http://dummyimage.com/148x100.png/cc0000/ffffff,2025-06-26
278,ACC,노을 호텔,제주도 제주시 56번길,487,33.472904,126.377357,http://dummyimage.com/127x100.png/5fa2dd/ffffff,2025-11-03
279,REST,노을 포차,서울특별시 강남구 124번길,51,36.5,127.5,http://dummyimage.com/215x100.png/cc0000/ffffff,2025-08-24
280,REST,맛있는 포차,서울특별시 마포구 103번길,60,36.5,127.5,http://dummyimage.com/120x100.png/5fa2dd/ffffff,2025-10-17
281,ACC,아늑한 펜션,서울특별시 종로구 146번길,368,36.5,127.5,http://dummyimage.com/186x100.png/dddddd/000000,2025-10-14
282,REST,노을 식탁,제주도 서귀포시 52번길,415,33.224948,126.417053,http://dummyimage.com/103x100.png/5fa2dd/ffffff,2025-10-27
283,ACC,편안한 펜션,제주도 서귀포시 16번길,160,33.205182,126.596087,http://dummyimage.com/189x100.png/dddddd/000000,2025-08-23
284,REST,즐거운 키친,강원도 강릉시 주문진 45번길,13,36.5,127.5,http://dummyimage.com/250x100.png/ff4444/ffffff,2026-01-05
285,REST,노을 식당,서울특별시 강남구 63번길,43,36.5,127.5,http://dummyimage.com/214x100.png/dddddd/000000,2025-02-24
286,REST,숨겨진 포차,서울특별시 마포구 130번길,165,36.5,127.5,http://dummyimage.com/101x100.png/ff4444/ffffff,2025-04-26
287,REST,노을 맛집,강원도 강릉시 교동 52번길,197,36.5,127.5,http://dummyimage.com/109x100.png/5fa2dd/ffffff,2025-05-18
288,ACC,고즈넉한 리조트,서울특별시 종로구 36번길,492,36.5,127.5,http://dummyimage.com/213x100.png/dddddd/000000,2025-04-28
289,REST,즐거운 키친,서울특별시 마포구 74번길,449,36.5,127.5,http://dummyimage.com/111x100.png/cc0000/ffffff,2025-12-23
290,REST,즐거운 테이블,부산광역시 해운대구 69번길,162,36.5,127.5,http://dummyimage.com/229x100.png/cc0000/ffffff,2025-05-12
291,ACC,아늑한 스테이,강원도 강릉시 포남동 32번길,70,36.5,127.5,http://dummyimage.com/160x100.png/cc0000/ffffff,2025-09-15
292,ACC,편안한 민박,서울특별시 종로구 95번길,107,36.5,127.5,http://dummyimage.com/129x100.png/5fa2dd/ffffff,2025-11-24
293,ACC,고즈넉한 펜션,제주도 애월읍 36번길,401,33.42828,126.752335,http://dummyimage.com/117x100.png/cc0000/ffffff,2025-08-27
294,REST,맛있는 포차,제주도 제주시 140번길,190,33.231881,126.418287,http://dummyimage.com/150x100.png/dddddd/000000,2025-09-14
295,ACC,바다 호텔,강원도 강릉시 교동 49번길,447,36.5,127.5,http://dummyimage.com/199x100.png/cc0000/ffffff,2025-10-12
296,ACC,노을 펜션,제주도 제주시 54번길,252,33.387263,126.734884,http://dummyimage.com/198x100.png/ff4444/ffffff,2025-04-25
297,REST,숨겨진 테이블,부산광역시 해운대구 40번길,384,36.5,127.5,http://dummyimage.com/164x100.png/ff4444/ffffff,2025-10-18
298,REST,푸른 포차,서울특별시 종로구 121번길,6,36.5,127.5,http://dummyimage.com/140x100.png/dddddd/000000,2025-03-05
299,ACC,고즈넉한 호텔,서울특별시 마포구 10번길,178,36.5,127.5,http://dummyimage.com/233x100.png/5fa2dd/ffffff,2025-07-12
300,ACC,고즈넉한 스테이,제주도 제주시 83번길,88,33.273398,126.595928,http://dummyimage.com/195x100.png/dddddd/000000,2025-06-17
301,ACC,아늑한 호텔,부산광역시 진구 64번길,305,36.5,127.5,http://dummyimage.com/234x100.png/cc0000/ffffff,2025-06-18
302,ACC,노을 펜션,서울특별시 강남구 144번길,138,36.5,127.5,http://dummyimage.com/139x100.png/ff4444/ffffff,2025-03-17
303,REST,숨겨진 키친,서울특별시 종로구 69번길,285,36.5,127.5,http://dummyimage.com/134x100.png/dddddd/000000,2025-12-10
304,ACC,바다 호텔,부산광역시 진구 80번길,163,36.5,127.5,http://dummyimage.com/171x100.png/cc0000/ffffff,2025-03-29
305,ACC,바다 리조트,서울특별시 종로구 13번길,250,36.5,127.5,http://dummyimage.com/247x100.png/dddddd/000000,2025-05-25
306,REST,바다 키친,서울특별시 강남구 82번길,190,36.5,127.5,http://dummyimage.com/115x100.png/dddddd/000000,2025-06-02
307,REST,바다 식탁,서울특별시 강남구 84번길,346,36.5,127.5,http://dummyimage.com/105x100.png/ff4444/ffffff,2025-12-27
308,REST,숨겨진 맛집,서울특별시 강남구 123번길,296,36.5,127.5,http://dummyimage.com/229x100.png/ff4444/ffffff,2025-06-16
309,REST,맛있는 맛집,부산광역시 진구 104번길,155,36.5,127.5,http://dummyimage.com/119x100.png/cc0000/ffffff,2025-11-07
310,REST,숨겨진 식탁,서울특별시 강남구 23번길,291,36.5,127.5,http://dummyimage.com/157x100.png/5fa2dd/ffffff,2025-04-04
311,ACC,바다 스테이,서울특별시 종로구 129번길,222,36.5,127.5,http://dummyimage.com/161x100.png/dddddd/000000,2025-08-12
312,ACC,편안한 호텔,제주도 제주시 60번길,23,33.478514,126.531439,http://dummyimage.com/243x100.png/5fa2dd/ffffff,2025-06-22
313,REST,맛있는 포차,서울특별시 강남구 95번길,500,36.5,127.5,http://dummyimage.com/113x100.png/dddddd/000000,2025-07-23
314,ACC,노을 민박,제주도 제주시 9번길,145,33.251523,126.423489,http://dummyimage.com/105x100.png/ff4444/ffffff,2025-02-24
315,REST,푸른 포차,서울특별시 강남구 7번길,400,36.5,127.5,http://dummyimage.com/243x100.png/ff4444/ffffff,2026-01-26
316,ACC,노을 스테이,제주도 제주시 72번길,426,33.305064,126.648676,http://dummyimage.com/121x100.png/ff4444/ffffff,2025-06-14
317,ACC,편안한 리조트,서울특별시 종로구 35번길,168,36.5,127.5,http://dummyimage.com/145x100.png/cc0000/ffffff,2025-06-24
318,FEST,화려한 문화제,부산광역시 진구 94번길,283,36.5,127.5,http://dummyimage.com/162x100.png/dddddd/000000,2025-02-12
319,FEST,함께하는 축제,서울특별시 강남구 55번길,330,36.5,127.5,http://dummyimage.com/249x100.png/5fa2dd/ffffff,2025-04-16
320,REST,노을 식당,서울특별시 마포구 85번길,170,36.5,127.5,http://dummyimage.com/119x100.png/5fa2dd/ffffff,2025-05-24
321,ACC,상쾌한 리조트,서울특별시 강남구 47번길,359,36.5,127.5,http://dummyimage.com/200x100.png/ff4444/ffffff,2025-05-01
322,REST,즐거운 키친,서울특별시 종로구 88번길,24,36.5,127.5,http://dummyimage.com/115x100.png/ff4444/ffffff,2025-08-24
323,ACC,고즈넉한 민박,부산광역시 해운대구 110번길,332,36.5,127.5,http://dummyimage.com/149x100.png/5fa2dd/ffffff,2025-09-05
324,ACC,고즈넉한 민박,서울특별시 강남구 70번길,373,36.5,127.5,http://dummyimage.com/108x100.png/dddddd/000000,2025-09-30
325,FEST,신나는 페스티벌,서울특별시 종로구 129번길,327,36.5,127.5,http://dummyimage.com/107x100.png/cc0000/ffffff,2026-02-06
326,REST,바다 맛집,강원도 강릉시 주문진 115번길,345,36.5,127.5,http://dummyimage.com/137x100.png/5fa2dd/ffffff,2025-02-19
327,REST,바다 키친,강원도 강릉시 주문진 132번길,254,36.5,127.5,http://dummyimage.com/144x100.png/dddddd/000000,2025-09-15
328,ACC,아늑한 리조트,부산광역시 해운대구 50번길,419,36.5,127.5,http://dummyimage.com/219x100.png/dddddd/000000,2025-02-04
329,ACC,바다 호텔,강원도 강릉시 주문진 19번길,36,36.5,127.5,http://dummyimage.com/142x100.png/ff4444/ffffff,2025-10-14
330,ACC,고즈넉한 펜션,부산광역시 진구 63번길,460,36.5,127.5,http://dummyimage.com/223x100.png/ff4444/ffffff,2025-10-26
331,REST,노을 키친,제주도 제주시 144번길,355,33.440217,126.727413,http://dummyimage.com/143x100.png/dddddd/000000,2025-03-12
332,REST,맛있는 포차,서울특별시 강남구 16번길,146,36.5,127.5,http://dummyimage.com/174x100.png/5fa2dd/ffffff,2025-04-14
333,REST,노을 식탁,부산광역시 진구 32번길,51,36.5,127.5,http://dummyimage.com/113x100.png/cc0000/ffffff,2025-04-16
334,FEST,화려한 축제,부산광역시 진구 118번길,409,36.5,127.5,http://dummyimage.com/226x100.png/dddddd/000000,2025-03-02
335,REST,바다 식탁,서울특별시 종로구 93번길,149,36.5,127.5,http://dummyimage.com/141x100.png/dddddd/000000,2025-11-03
336,REST,즐거운 키친,서울특별시 종로구 77번길,121,36.5,127.5,http://dummyimage.com/123x100.png/cc0000/ffffff,2025-07-18
337,ACC,아늑한 펜션,제주도 제주시 15번길,325,33.328083,126.327061,http://dummyimage.com/129x100.png/ff4444/ffffff,2025-03-07
338,REST,맛있는 식탁,서울특별시 강남구 4번길,310,36.5,127.5,http://dummyimage.com/218x100.png/cc0000/ffffff,2025-09-02
339,FEST,즐거운 문화제,제주도 제주시 113번길,257,33.477851,126.316387,http://dummyimage.com/162x100.png/ff4444/ffffff,2025-07-30
340,REST,푸른 키친,강원도 강릉시 교동 20번길,208,36.5,127.5,http://dummyimage.com/198x100.png/dddddd/000000,2025-03-08
341,ACC,편안한 펜션,강원도 강릉시 주문진 12번길,477,36.5,127.5,http://dummyimage.com/104x100.png/dddddd/000000,2025-12-03
342,FEST,활기찬 축제,서울특별시 강남구 118번길,338,36.5,127.5,http://dummyimage.com/219x100.png/dddddd/000000,2025-12-29
343,REST,숨겨진 식탁,부산광역시 해운대구 146번길,228,36.5,127.5,http://dummyimage.com/203x100.png/ff4444/ffffff,2025-07-26
344,REST,노을 식탁,강원도 강릉시 주문진 107번길,432,36.5,127.5,http://dummyimage.com/109x100.png/dddddd/000000,2025-02-28
345,ACC,고즈넉한 스테이,서울특별시 마포구 111번길,114,36.5,127.5,http://dummyimage.com/105x100.png/cc0000/ffffff,2025-05-23
346,ACC,고즈넉한 민박,부산광역시 진구 147번길,331,36.5,127.5,http://dummyimage.com/241x100.png/cc0000/ffffff,2025-10-22
347,REST,맛있는 식당,부산광역시 수영구 106번길,96,36.5,127.5,http://dummyimage.com/157x100.png/5fa2dd/ffffff,2025-12-08
348,REST,바다 맛집,서울특별시 마포구 99번길,127,36.5,127.5,http://dummyimage.com/235x100.png/ff4444/ffffff,2025-11-22
349,FEST,화려한 대잔치,강원도 강릉시 주문진 144번길,202,36.5,127.5,http://dummyimage.com/219x100.png/5fa2dd/ffffff,2025-10-31
350,ACC,바다 펜션,부산광역시 해운대구 8번길,7,36.5,127.5,http://dummyimage.com/212x100.png/cc0000/ffffff,2025-04-25
351,REST,푸른 테이블,서울특별시 종로구 104번길,232,36.5,127.5,http://dummyimage.com/243x100.png/ff4444/ffffff,2026-02-17
352,FEST,신나는 축제,서울특별시 강남구 91번길,213,36.5,127.5,http://dummyimage.com/175x100.png/cc0000/ffffff,2025-08-05
353,REST,바다 포차,서울특별시 마포구 15번길,430,36.5,127.5,http://dummyimage.com/231x100.png/cc0000/ffffff,2025-09-26
354,REST,바다 키친,서울특별시 종로구 119번길,14,36.5,127.5,http://dummyimage.com/132x100.png/dddddd/000000,2025-08-27
355,ACC,상쾌한 호텔,서울특별시 종로구 60번길,119,36.5,127.5,http://dummyimage.com/136x100.png/5fa2dd/ffffff,2025-07-14
356,REST,노을 포차,제주도 제주시 26번길,359,33.46928,126.616454,http://dummyimage.com/199x100.png/dddddd/000000,2025-06-26
357,FEST,즐거운 마당,강원도 강릉시 교동 72번길,144,36.5,127.5,http://dummyimage.com/195x100.png/dddddd/000000,2026-01-23
358,REST,노을 맛집,제주도 제주시 134번길,432,33.261814,126.540024,http://dummyimage.com/115x100.png/5fa2dd/ffffff,2025-06-29
359,ACC,편안한 호텔,서울특별시 마포구 10번길,34,36.5,127.5,http://dummyimage.com/120x100.png/dddddd/000000,2025-10-18
360,ACC,아늑한 리조트,서울특별시 마포구 57번길,500,36.5,127.5,http://dummyimage.com/232x100.png/cc0000/ffffff,2025-06-10
361,REST,즐거운 키친,제주도 애월읍 37번길,120,33.366394,126.314341,http://dummyimage.com/139x100.png/cc0000/ffffff,2025-12-08
362,REST,바다 식탁,서울특별시 종로구 148번길,341,36.5,127.5,http://dummyimage.com/118x100.png/5fa2dd/ffffff,2025-09-11
363,REST,노을 식탁,부산광역시 진구 131번길,135,36.5,127.5,http://dummyimage.com/240x100.png/cc0000/ffffff,2026-01-03
364,REST,바다 맛집,서울특별시 강남구 48번길,200,36.5,127.5,http://dummyimage.com/101x100.png/dddddd/000000,2025-06-04
365,FEST,활기찬 마당,부산광역시 진구 101번길,209,36.5,127.5,http://dummyimage.com/111x100.png/5fa2dd/ffffff,2025-05-01
366,REST,노을 키친,강원도 강릉시 주문진 88번길,6,36.5,127.5,http://dummyimage.com/121x100.png/cc0000/ffffff,2025-05-31
367,REST,숨겨진 식당,서울특별시 마포구 27번길,91,36.5,127.5,http://dummyimage.com/224x100.png/dddddd/000000,2025-06-02
368,ACC,고즈넉한 리조트,서울특별시 마포구 136번길,447,36.5,127.5,http://dummyimage.com/164x100.png/cc0000/ffffff,2025-12-26
369,ACC,상쾌한 스테이,서울특별시 강남구 39번길,445,36.5,127.5,http://dummyimage.com/139x100.png/cc0000/ffffff,2025-07-18
370,REST,바다 맛집,서울특별시 종로구 51번길,463,36.5,127.5,http://dummyimage.com/125x100.png/dddddd/000000,2026-01-22
371,ACC,상쾌한 민박,서울특별시 마포구 127번길,473,36.5,127.5,http://dummyimage.com/148x100.png/ff4444/ffffff,2026-02-15
372,REST,푸른 포차,부산광역시 진구 104번길,217,36.5,127.5,http://dummyimage.com/145x100.png/dddddd/000000,2025-03-06
373,REST,숨겨진 포차,제주도 애월읍 100번길,162,33.249586,126.685081,http://dummyimage.com/104x100.png/dddddd/000000,2025-07-20
374,REST,푸른 포차,서울특별시 마포구 37번길,106,36.5,127.5,http://dummyimage.com/161x100.png/5fa2dd/ffffff,2025-05-25
375,REST,푸른 식탁,부산광역시 해운대구 46번길,10,36.5,127.5,http://dummyimage.com/160x100.png/cc0000/ffffff,2025-11-26
376,REST,숨겨진 식탁,제주도 애월읍 9번길,368,33.35123,126.588164,http://dummyimage.com/226x100.png/dddddd/000000,2025-04-02
377,REST,노을 테이블,제주도 서귀포시 119번길,376,33.357171,126.657676,http://dummyimage.com/199x100.png/ff4444/ffffff,2025-08-13
378,ACC,상쾌한 펜션,서울특별시 강남구 4번길,6,36.5,127.5,http://dummyimage.com/124x100.png/ff4444/ffffff,2026-02-03
379,REST,숨겨진 맛집,제주도 애월읍 34번길,396,33.423156,126.359675,http://dummyimage.com/135x100.png/ff4444/ffffff,2025-10-22
380,REST,노을 맛집,제주도 서귀포시 68번길,33,33.290635,126.580324,http://dummyimage.com/233x100.png/dddddd/000000,2026-01-17
381,REST,푸른 식당,강원도 강릉시 포남동 18번길,122,36.5,127.5,http://dummyimage.com/193x100.png/dddddd/000000,2025-06-11
382,ACC,노을 호텔,강원도 강릉시 포남동 147번길,498,36.5,127.5,http://dummyimage.com/194x100.png/ff4444/ffffff,2025-08-26
383,REST,숨겨진 맛집,강원도 강릉시 교동 142번길,8,36.5,127.5,http://dummyimage.com/241x100.png/dddddd/000000,2025-02-08
384,REST,노을 테이블,제주도 서귀포시 26번길,229,33.436755,126.45401,http://dummyimage.com/161x100.png/cc0000/ffffff,2025-07-04
385,REST,즐거운 키친,강원도 강릉시 포남동 45번길,494,36.5,127.5,http://dummyimage.com/223x100.png/cc0000/ffffff,2025-04-17
386,REST,푸른 식탁,부산광역시 진구 70번길,72,36.5,127.5,http://dummyimage.com/227x100.png/cc0000/ffffff,2025-08-28
387,ACC,바다 스테이,서울특별시 마포구 61번길,6,36.5,127.5,http://dummyimage.com/141x100.png/5fa2dd/ffffff,2025-05-27
388,FEST,화려한 축제,강원도 강릉시 주문진 130번길,265,36.5,127.5,http://dummyimage.com/143x100.png/5fa2dd/ffffff,2025-11-16
389,ACC,편안한 호텔,강원도 강릉시 주문진 55번길,176,36.5,127.5,http://dummyimage.com/105x100.png/5fa2dd/ffffff,2025-03-08
390,REST,푸른 테이블,강원도 강릉시 포남동 108번길,161,36.5,127.5,http://dummyimage.com/151x100.png/5fa2dd/ffffff,2026-01-04
391,ACC,노을 펜션,서울특별시 강남구 57번길,355,36.5,127.5,http://dummyimage.com/154x100.png/5fa2dd/ffffff,2025-10-09
392,REST,푸른 맛집,부산광역시 수영구 121번길,383,36.5,127.5,http://dummyimage.com/100x100.png/ff4444/ffffff,2025-08-01
